ID,Age,Gender,NS,ES,OS,AS,CS,Imp,SS,Cntry,Educ,Ethn,Alcohol,Caffeine,Choco,Nicotine
-3.0,-0.9750000000000001,3.0,-1.4796380090497734,-0.7819905213270149,1.581818181818182,0.8071065989847721,2.0984455958549217,0.384615384615385,-2.25,3,-5.64580423581077,0.21594388012703103,-4.067062709926331,-2.587809896370726,-6.358963609832834,-3.0200726094359895
-2.998104864181933,-1.4250000000000003,3.0,-1.262443438914027,-0.6682464454976307,1.7636363636363637,1.934010152284265,0.6062176165803113,-2.6923076923076925,-0.2999999999999998,3,-5.277698468191776,-0.3629672699331672,1.0740943743563491,-5.133309831140969,-5.432314068949138,-2.659043731898344
-2.996209728363866,-1.9500000000000002,3.0,-1.3438914027149318,-0.6966824644549767,0.7818181818181813,1.3248730964467015,1.414507772020726,-0.6923076923076925,-2.1,3,-4.240409587076147,-3.9424065679449725,-1.7486139711793371,-1.051586939916196,-1.6418472787695142,-0.8477324507296347
-2.994314592545799,-2.0250000000000004,3.0,-0.502262443438914,1.5781990521327005,0.6363636363636367,2.025380710659899,-0.9481865284974091,1.3076923076923075,1.5,3,-3.8262037010407743,-3.1794332990185663,-3.146491365468633,1.163935047597672,-4.050523402359422,0.46966219093099415
-2.992419456727732,-1.275,3.0,0.25791855203619907,0.09952606635070982,0.8909090909090907,1.5076142131979706,0.9792746113989637,-0.07692307692307665,-0.9000000000000004,3,-3.92558390648478,-3.1237613957040273,-8.420627468195539,-8.005181961354237,-2.8524580760378235,-4.88898199145879
-2.990524320909665,-1.8,3.0,2.402714932126697,-2.744075829383887,-2.927272727272727,1.934010152284265,-1.0103626943005182,1.9230769230769234,-1.8000000000000003,3,-2.3121177195819875,-5.21095233719618,-3.73151725574769,0.09403078672850196,0.13733196708462359,3.969202523209918
-2.988629185091598,-2.4000000000000004,-3.0,-0.6923076923076916,1.0379146919431275,1.327272727272728,-0.502538071065989,0.6373056994818658,1.1538461538461542,1.9500000000000002,3,-6.022152620783505,-4.82080434412695,-0.26917038275325345,-3.8759506651878315,-1.7813602336309504,-6.5381918275794515
-2.9867340492735313,-2.4000000000000004,-3.0,0.09502262443438969,0.3554502369668242,0.418181818181818,0.9898477157360412,0.015544041450777257,-0.38461538461538414,1.5,3,-0.5340154733160372,-0.471480474788434,-1.2329292051399023,-3.262433610066716,-3.2741060800138206,-3.6812682954015257
-2.984838913455464,-0.07500000000000018,-3.0,1.3981900452488691,-1.2938388625592423,0.745454545454546,2.116751269035534,-0.6062176165803104,2.230769230769231,0.0,3,-4.0102418468918435,3.6762768064450118,-3.552905876864764,-9.111115029583852,-4.0958247777738235,0.7378739155865861
-2.9829437776373973,-2.7,3.0,0.5565610859728514,0.8104265402843591,0.5272727272727273,0.5329949238578688,-1.4455958549222796,1.3076923076923075,1.7999999999999998,3,-1.4095382371305405,-7.230035213420912,-0.36119187840396805,-0.955249056768976,-3.710220774390742,-1.3916989144338303
-2.98104864181933,-0.2250000000000001,3.0,1.3981900452488691,-1.0379146919431284,0.745454545454546,1.4771573604060926,0.7927461139896375,-0.23076923076923084,-2.1,3,-4.019227238497113,-4.861131088752794,3.0928735171703554,-3.4191824830174182,-3.8601002403914504,-3.820587146574528
-2.9791535060012633,-1.725,3.0,1.9683257918552037,-0.9526066350710902,-1.1090909090909093,1.3248730964467015,1.6943005181347148,1.3076923076923075,0.0,3,-3.603642096350315,-6.051415391322852,-0.8377701540002738,3.1837512665965466,-0.40018036506855825,-4.061991241582875
-2.977258370183196,0.0,-3.0,-1.0180995475113122,-0.32701421800947905,2.163636363636364,1.873096446700508,0.35751295336787603,0.6923076923076925,-0.15000000000000036,3,-4.335679823805055,1.2937749604109197,-2.055932494664485,-4.449968965392172,-3.8582497243378775,-3.4722931382491624
-2.9753632343651293,-1.875,-3.0,-0.040723981900452344,0.5829383886255917,0.745454545454546,1.7512690355329958,-0.7305699481865284,0.384615384615385,0.4500000000000002,3,-1.922836511769483,-0.47735859951047965,-4.803061238617707,-4.253400650487178,1.207671689659147,-2.992017273198968
-2.9734680985470625,-0.375,3.0,-0.746606334841629,-0.9810426540284363,0.7818181818181813,1.5685279187817267,1.0103626943005182,-0.07692307692307665,-1.9500000000000002,3,-4.738848450486866,-2.589778086716459,-6.284689869601756,-4.863650544061826,-1.188599484121252,-4.174076050737492
-2.9715729627289953,-0.2250000000000001,-3.0,0.013574660633484115,-0.867298578199053,-0.30909090909090864,0.015228426395939465,0.7927461139896375,0.384615384615385,-1.2000000000000002,3,-9.437935522500165,-4.876600098011778,-7.712527271139226,0.10049868156394792,-6.958651289578855,-2.9511303673595686
-2.9696778269109285,-2.1,3.0,2.239819004524887,-1.5497630331753558,2.3090909090909086,0.624365482233503,-1.4766839378238341,-0.07692307692307665,-0.9000000000000004,3,0.9166591231654184,-2.3157252240928488,-8.79625497095057,-4.42092659765429,-5.278050986275693,-4.752354160735392
-2.9677826910928613,-0.75,3.0,-1.506787330316742,1.4644549763033172,1.7636363636363637,0.8071065989847721,1.0414507772020727,-0.23076923076923084,-0.15000000000000036,3,-2.4953034792731477,-1.6179613229589394,2.194073244452505,2.313750651666238,-3.530349859545457,-2.1161542386854286
-2.9658875552747945,-1.275,3.0,-1.5882352941176467,1.0947867298578196,-1.3999999999999995,1.4467005076142136,0.9792746113989637,-1.3076923076923075,-0.75,3,-7.115401180043048,-3.5767829291251103,-5.690585785909839,-4.370154829440736,-12.29723583332091,-6.230897044055364
-2.9639924194567278,-1.9500000000000002,-3.0,0.23076923076923084,0.24170616113744003,0.12727272727272698,0.9593908629441632,0.4507772020725387,1.3076923076923075,0.75,3,-3.6478064636146614,-5.658427985377633,-4.820318678441772,-8.423899008704765,-1.5362252648545414,-0.6742892622718237
-2.9620972836386605,0.5999999999999996,3.0,1.886877828054299,-1.9194312796208535,0.2727272727272725,-0.1065989847715727,-0.04663212435233177,0.8461538461538458,-2.7,3,-4.988177367800358,-6.022407410596198,-1.1996628101070512,-4.637157588391482,-0.8804153897532054,-3.8672143404075543
-2.9602021478205938,-1.65,3.0,-0.3936651583710402,-1.0379146919431284,2.0909090909090917,1.4162436548223356,0.17098445595854894,1.4615384615384617,-0.4500000000000002,3,-1.2034513311274888,-0.49600568169902637,-3.231698640069225,-8.621807526923888,3.1322709590321516,1.2604957435570103
-2.9583070120025265,-2.325,-3.0,1.5339366515837103,-1.0094786729857823,2.454545454545455,-0.19796954314720772,-1.8186528497409329,3.0,1.7999999999999998,3,-1.2133521156080804,-2.50062484576151,1.2815739594478472,-4.551621321737354,1.1695352044457739,-5.693962245701206
-2.9564118761844598,-1.5750000000000002,-3.0,0.23076923076923084,-0.4407582938388632,1.1818181818181817,1.812182741116752,1.6632124352331603,-1.0,0.14999999999999947,3,-5.506713141346396,-3.3074423968385434,-4.105905455490017,1.533876127774655,2.6322345749950067,-2.5940136781577543
-2.9545167403663926,-2.0250000000000004,-3.0,0.013574660633484115,0.38388625592417025,2.2363636363636363,1.7512690355329958,0.41968911917098506,-0.6923076923076925,0.0,3,-2.396733970299749,2.559664308598494,-7.6855388449003,-1.9729065647109378,-7.4445975199782914,1.6787750520031244
-2.952621604548326,-1.9500000000000002,3.0,-0.013574660633484115,0.9241706161137433,2.2363636363636363,0.2893401015228436,-0.3264248704663215,2.384615384615385,2.25,3,-2.433621861141577,-1.3340220082459107,-3.2618147512326754,-6.852309924680505,-3.70015612601755,-6.366916507955809
-2.950726468730259,-1.65,-3.0,-1.85972850678733,-0.6966824644549767,0.16363636363636402,-0.8071065989847712,0.9481865284974091,-2.230769230769231,-0.75,3,-2.109084035604314,-1.6686512814983734,-8.291546162352398,-1.789312983887388,-4.699835747919354,-3.214977932847315
-2.948831332912192,-2.25,3.0,-0.5565610859728505,0.6113744075829377,0.745454545454546,0.5939086294416249,1.2279792746113989,-0.38461538461538414,1.5,3,-1.074232369298416,-2.94041989985974,-5.482804038171873,-5.908636091522238,2.1302861731351452,-0.5502357714338864
-2.946936197094125,-0.8250000000000002,-3.0,-0.5565610859728505,0.18483412322274795,0.3454545454545457,1.0507614213197973,0.015544041450777257,-0.5384615384615383,-0.9000000000000004,3,-2.9012250194965357,-0.6733973329857932,-6.700272522995364,0.7119474364598695,1.8969054686329372,1.3804863084807657
-2.945041061276058,-1.725,3.0,1.2352941176470589,0.4123222748815163,0.45454545454545503,-0.22842639593908576,-0.6062176165803104,2.230769230769231,0.14999999999999947,3,0.345868156193327,-1.9612814669001954,-5.022032213297651,-2.3556857903218207,-3.954529578724661,-8.108268378185732
-2.943145925457991,-0.9750000000000001,3.0,0.3665158371040729,1.6350710900473926,-0.418181818181818,0.8984771573604071,1.7564766839378239,1.6153846153846159,0.5999999999999996,3,-7.421715299328622,-4.246017637105551,-1.1014452200342177,-5.465623480744878,-4.326526595321593,1.1743156520299873
-2.941250789639924,-0.4500000000000002,-3.0,0.23076923076923084,-0.46919431279620927,-0.38181818181818183,0.9289340101522852,1.1036269430051817,-0.5384615384615383,-1.2000000000000002,3,0.39564972614801697,1.4569423309160197,-1.4518743671990142,-4.010439710714674,-6.11474188111859,-1.3527612909109417
-2.939355653821857,-0.75,-3.0,1.7239819004524888,-1.7488151658767777,-0.054545454545454675,0.5025380710659908,-0.4507772020725387,1.1538461538461542,-2.25,3,-0.7528127969574983,0.8311450487439376,1.5307300043191692,-5.567989784382023,2.995943032632126,-7.2328464661087
-2.9374605180037903,-1.5,3.0,0.42081447963800933,0.9810426540284354,0.4909090909090903,0.746192893401016,1.4766839378238341,-0.07692307692307665,0.14999999999999947,3,-4.895840726137515,-3.7015917120926187,-3.6957907168885096,-3.2579898868031965,-6.169643483240803,-5.86250452373595
-2.935565382185723,-1.9500000000000002,3.0,-0.4751131221719458,1.2085308056872028,2.0909090909090917,1.7512690355329958,0.7616580310880829,-0.5384615384615383,0.5999999999999996,3,-10.254308947490046,-4.804919433132953,-4.283907548305674,0.09872116488010008,-3.0198133713684836,0.08805090566505358
-2.9336702463676563,-1.8,3.0,1.6153846153846159,1.5781990521327005,-0.23636363636363633,-0.502538071065989,-0.7616580310880829,2.384615384615385,1.3499999999999996,3,-1.060246033612756,-3.051515915968587,-5.398395708315491,0.22456125400716953,-3.1732198794282285,-2.4814995150847157
-2.931775110549589,-2.325,3.0,1.5882352941176476,-0.895734597156399,0.963636363636363,1.3553299492385795,-0.35751295336787514,1.9230769230769234,-1.65,3,-4.926475468636502,0.1406555022180802,-2.545389742462663,-4.695002163432198,-0.8604232681267034,-2.953786121337392
-2.9298799747315223,-2.475,3.0,1.0180995475113122,1.379146919431279,2.5272727272727273,0.38071065989847774,-0.6683937823834194,1.9230769230769234,2.8499999999999996,3,-5.880123495780248,-0.39045460266081555,2.947647661501864,-0.6026068541689269,-3.6746227085565666,-3.495037537812859
-2.927984838913455,-0.75,3.0,0.12217194570135792,0.213270142180094,0.709090909090909,2.8477157360406107,1.352331606217617,-1.4615384615384617,-0.75,3,-6.127552598580332,-1.0745541386733994,-5.566759584932781,-2.348392089867475,-3.4307665409901427,-0.4956354864944674
